Hours Studied,Previous Scores,Sleep Hours,Sample Question Papers Practiced,Performance Index
6,65,8,7,54.0
3,42,6,8,21.0
7,62,4,2,50.0
5,59,9,6,49.0
4,84,4,5,71.0
5,79,9,1,64.0
8,96,6,4,90.0
3,78,4,2,57.0
7,95,8,4,84.0
6,47,9,8,36.0
1,57,4,7,34.0
7,80,4,8,70.0
7,45,5,8,39.0
1,66,8,7,42.0
9,75,8,7,69.0
6,54,5,5,44.0
2,76,9,5,54.0
5,97,7,5,87.0
4,44,6,9,28.0
7,78,8,5,70.0
8,48,7,8,44.0
1,46,9,9,23.0
5,80,6,0,61.0
3,59,8,9,43.0
1,49,4,5,22.0
3,65,8,7,47.0
6,43,6,0,31.0
7,77,7,5,71.0
8,63,4,8,59.0
4,53,6,5,37.0
3,80,9,1,58.0
5,40,6,0,24.0
9,56,8,3,52.0
6,84,9,5,74.0
9,63,5,9,60.0
6,66,5,9,59.0
2,46,4,8,20.0
5,48,6,4,33.0
9,82,7,6,80.0
8,74,4,5,67.0
7,97,9,5,90.0
1,51,4,8,29.0
4,60,8,4,44.0
7,42,9,1,37.0
7,54,7,7,45.0
6,60,6,2,50.0
8,49,9,8,44.0
6,72,6,4,59.0
3,85,6,0,60.0
4,98,4,3,78.0
3,91,8,8,73.0
1,45,4,0,20.0
5,41,5,7,26.0
1,68,5,7,42.0
1,94,6,8,71.0
2,79,8,8,57.0
4,72,9,5,55.0
6,43,6,4,29.0
8,98,9,6,96.0
3,43,6,8,23.0
1,68,4,4,42.0
3,76,6,2,54.0
3,99,6,8,83.0
5,99,8,9,91.0
4,59,8,0,42.0
4,80,9,0,65.0
9,62,8,9,60.0
7,84,6,3,77.0
4,57,8,1,41.0
3,88,8,6,67.0
6,64,7,1,53.0
3,40,7,6,21.0
6,93,5,7,82.0
9,54,4,7,52.0
6,73,4,2,60.0
4,87,8,8,71.0
5,59,5,9,45.0
6,93,5,9,82.0
3,76,9,9,57.0
8,66,7,5,63.0
4,61,5,3,41.0
8,90,6,7,84.0
3,44,9,3,24.0
7,73,8,3,63.0
9,78,6,7,79.0
4,42,4,3,20.0
8,56,7,0,50.0
3,63,6,5,43.0
7,63,8,7,56.0
3,42,6,2,21.0
7,84,6,1,76.0
6,46,5,5,34.0
2,64,7,0,42.0
3,95,4,4,78.0
6,42,8,5,28.0
4,54,9,7,39.0
6,68,9,6,56.0
1,89,8,5,63.0
1,68,4,1,38.0
3,49,8,7,29.0
8,71,5,7,67.0
8,62,9,4,57.0
4,78,9,2,63.0
6,48,6,7,38.0
8,76,5,4,68.0
7,91,9,2,82.0
7,79,5,8,70.0
4,53,5,8,32.0
9,43,4,6,43.0
6,59,9,7,49.0
3,67,7,4,49.0
5,53,4,4,36.0
5,83,4,4,69.0
5,73,5,1,57.0
8,52,7,2,47.0
9,70,4,7,69.0
9,72,7,5,65.0
6,91,9,8,84.0
6,78,5,6,66.0
9,67,4,5,60.0
4,64,7,3,44.0
6,71,8,6,61.0
4,48,4,3,30.0
1,67,4,6,39.0
7,97,4,4,85.0
6,70,7,1,58.0
9,56,6,6,53.0
7,92,9,7,86.0
7,62,4,9,55.0
2,52,8,1,32.0
9,94,8,5,94.0
9,49,5,3,41.0
6,55,6,4,43.0
3,45,6,0,25.0
1,87,7,5,64.0
4,50,5,7,37.0
3,97,7,1,79.0
1,91,5,0,62.0
3,42,9,8,21.0
4,67,6,1,49.0
8,80,9,7,77.0
9,54,7,4,50.0
3,99,5,1,79.0
6,52,6,4,35.0
5,81,6,8,66.0
6,91,4,5,74.0
4,95,7,2,77.0
6,84,4,7,72.0
7,56,6,0,48.0
9,46,7,8,42.0
7,67,7,8,59.0
6,77,9,3,66.0
1,52,8,7,27.0
2,99,5,2,75.0
1,56,8,5,31.0
9,54,8,9,51.0
9,75,6,9,74.0
7,67,9,7,63.0
2,54,5,8,31.0
6,85,8,7,79.0
4,92,8,8,77.0
1,50,7,3,26.0
1,95,6,9,69.0
5,70,8,0,56.0
2,43,5,6,18.0
4,74,4,9,55.0
1,73,4,3,45.0
4,91,6,0,74.0
6,66,4,2,56.0
4,49,7,6,34.0
1,69,7,2,44.0
7,84,5,0,73.0
2,59,9,6,38.0
9,68,6,7,64.0
3,97,6,4,75.0
8,92,4,5,84.0
8,68,8,2,62.0
3,62,8,4,41.0
4,96,9,2,81.0
2,89,8,1,66.0
4,60,9,6,45.0
9,87,5,9,84.0
2,82,6,6,60.0
3,49,4,7,26.0
4,80,5,0,64.0
5,51,7,1,32.0
1,69,7,1,48.0
7,90,7,2,83.0
7,72,9,6,62.0
9,57,9,6,55.0
4,53,6,6,36.0
6,61,7,0,52.0
2,60,9,1,35.0
4,40,9,7,21.0
2,88,8,8,67.0
5,82,9,9,71.0
7,91,7,6,87.0
1,99,5,0,70.0
7,54,7,3,43.0
6,75,8,9,69.0
6,86,7,7,75.0
8,93,4,4,85.0
8,61,8,0,56.0
6,71,6,6,55.0
3,97,7,5,78.0
5,85,9,8,71.0
2,93,5,3,68.0
5,72,7,3,60.0
9,97,5,7,95.0
1,80,4,3,51.0
5,98,6,2,84.0
6,78,9,6,68.0
7,62,8,4,54.0
9,82,8,8,79.0
6,94,6,4,83.0
5,41,4,8,28.0
7,41,4,5,31.0
1,77,7,5,50.0
5,94,4,5,79.0
2,90,7,6,64.0
4,68,5,3,53.0
7,91,6,3,81.0
5,85,5,8,70.0
6,99,5,6,85.0
2,42,5,9,20.0
3,78,5,5,60.0
7,46,8,0,36.0
2,75,4,6,49.0
6,68,6,5,56.0
5,94,6,3,79.0
1,76,9,7,53.0
4,88,5,6,70.0
2,97,6,7,74.0
4,75,7,8,60.0
1,62,6,0,32.0
2,84,5,2,59.0
8,55,6,1,48.0
6,87,4,2,74.0
2,70,5,1,46.0
6,73,8,5,63.0
9,89,4,8,87.0
7,40,6,1,29.0
9,57,8,3,51.0
5,97,9,4,81.0
7,79,4,4,70.0
7,82,9,0,75.0
3,95,7,5,75.0
7,95,4,4,85.0
1,54,8,5,28.0
9,87,9,3,84.0
6,88,7,5,76.0
5,56,9,8,43.0
7,83,6,0,73.0
5,49,5,5,33.0
5,59,9,0,45.0
7,45,6,6,38.0
7,47,5,3,39.0
3,84,5,5,67.0
3,73,8,6,53.0
3,71,7,4,50.0
6,90,7,8,80.0
6,93,4,7,80.0
3,81,6,2,60.0
3,43,8,0,23.0
8,83,9,9,80.0
8,89,6,7,83.0
7,78,9,3,72.0
4,59,9,6,46.0
4,63,9,3,45.0
3,63,4,6,42.0
5,94,4,0,78.0
3,65,8,0,43.0
8,64,4,1,55.0
7,75,8,4,67.0
3,46,4,9,28.0
9,49,7,5,48.0
5,97,8,1,81.0
9,86,7,0,84.0
7,51,7,8,41.0
7,40,8,6,31.0
6,91,6,7,83.0
2,89,5,5,70.0
9,64,4,8,57.0
6,55,9,7,45.0
8,44,4,3,37.0
1,58,9,4,33.0
5,43,6,1,28.0
1,45,5,0,16.0
8,65,6,5,60.0
8,88,5,2,81.0
1,78,8,3,54.0
9,95,8,0,94.0
2,94,9,5,74.0
9,78,7,7,76.0
1,48,7,9,19.0
9,84,9,3,83.0
4,91,8,9,73.0
9,53,9,7,52.0
7,87,7,9,81.0
6,94,9,2,84.0
5,48,8,6,35.0
9,54,6,2,53.0
2,76,4,5,55.0
2,89,8,3,66.0
9,92,9,5,87.0
3,59,8,6,43.0
8,47,8,7,39.0
9,71,7,5,68.0
8,86,9,3,81.0
4,60,7,8,45.0
1,96,9,6,75.0
4,80,7,8,64.0
9,58,7,2,54.0
2,68,6,4,45.0
3,97,8,0,75.0
8,70,6,7,64.0
6,93,7,0,81.0
8,45,6,0,39.0
7,43,8,6,38.0
5,82,8,7,72.0
9,68,7,2,67.0
4,81,8,1,66.0
6,42,6,6,32.0
2,40,5,9,17.0
2,83,8,4,59.0
2,94,6,0,70.0
7,54,6,1,41.0
2,86,6,2,62.0
2,60,8,5,38.0
9,85,5,0,81.0
7,97,7,7,88.0
3,70,7,1,46.0
3,46,8,4,25.0
7,56,8,7,48.0
5,95,4,4,81.0
6,58,9,7,49.0
8,78,5,5,72.0
9,99,6,6,96.0
1,42,9,7,17.0
3,69,6,2,48.0
7,74,9,4,69.0
6,97,7,9,85.0
7,96,9,6,85.0
8,68,8,8,64.0
6,89,5,5,79.0
3,91,7,9,74.0
2,93,9,0,69.0
7,53,5,7,44.0
1,74,8,5,50.0
3,67,6,0,48.0
4,97,4,3,77.0
1,69,5,5,46.0
5,65,6,9,51.0
3,46,5,0,23.0
2,78,5,9,56.0
3,70,5,4,47.0
8,44,8,2,42.0
6,74,7,6,64.0
7,89,5,7,80.0
6,86,8,2,73.0
6,91,4,9,80.0
3,53,7,2,34.0
8,75,8,2,69.0
7,66,4,5,54.0
7,63,7,5,56.0
6,79,8,2,66.0
5,68,4,5,53.0
8,92,8,8,89.0
5,84,4,7,70.0
9,61,5,6,59.0
9,47,5,6,41.0
1,54,7,7,28.0
6,88,4,6,75.0
7,44,5,2,34.0
3,91,7,7,68.0
7,43,6,7,32.0
7,50,5,0,44.0
2,57,5,9,35.0
7,81,9,4,74.0
1,88,8,4,64.0
5,69,6,0,57.0
9,54,4,5,46.0
7,45,7,5,36.0
7,94,6,3,85.0
2,92,4,5,71.0
8,55,5,5,49.0
3,86,9,0,71.0
8,79,7,4,76.0
3,48,7,1,26.0
7,82,6,6,74.0
2,98,8,8,78.0
4,73,4,8,59.0
6,66,9,8,55.0
9,52,9,6,51.0
5,75,6,6,57.0
9,66,8,0,63.0
5,48,8,5,37.0
8,44,8,4,41.0
1,90,7,7,67.0
7,61,4,7,56.0
4,70,4,3,51.0
5,42,6,0,26.0
6,69,5,5,56.0
5,60,6,9,48.0
1,74,4,0,52.0
9,45,7,4,42.0
2,67,6,4,41.0
9,71,5,2,64.0
2,81,9,4,57.0
9,76,6,5,72.0
6,64,8,4,52.0
9,71,5,0,67.0
6,74,8,6,61.0
6,61,7,2,51.0
2,63,4,6,42.0
8,78,6,4,71.0
3,93,6,2,74.0
7,69,8,5,62.0
5,89,8,0,76.0
3,71,4,5,50.0
1,70,6,3,42.0
8,62,4,3,55.0
3,79,8,4,60.0
2,72,9,8,52.0
1,64,8,0,36.0
4,75,5,2,53.0
8,63,8,3,54.0
3,70,8,1,47.0
1,97,9,8,70.0
4,78,4,6,62.0
9,85,5,0,82.0
1,52,5,8,26.0
2,49,6,5,25.0
9,62,9,1,55.0
2,57,7,0,34.0
3,71,6,5,51.0
7,72,6,6,63.0
3,75,6,9,54.0
9,67,5,5,62.0
6,55,4,6,43.0
3,55,8,5,34.0
9,57,5,7,56.0
1,47,8,1,24.0
3,81,8,8,65.0
1,55,7,8,31.0
2,94,6,8,72.0
8,95,7,6,90.0
7,50,6,8,43.0
2,45,5,0,23.0
2,40,8,2,18.0
9,51,7,1,44.0
6,96,9,0,84.0
5,77,5,4,62.0
6,67,5,0,56.0
9,84,9,2,87.0
7,97,6,5,89.0
9,56,8,5,55.0
4,40,6,2,18.0
2,71,6,3,46.0
8,47,5,6,42.0
4,93,6,5,72.0
9,79,4,1,75.0
4,95,9,8,79.0
8,82,9,5,78.0
9,85,8,1,81.0
9,63,9,6,63.0
4,49,6,9,35.0
1,86,6,9,63.0
3,78,7,3,59.0
9,78,8,0,76.0
4,49,8,9,33.0
5,75,9,8,62.0
7,64,6,9,58.0
5,99,4,7,82.0
4,89,7,4,73.0
2,98,4,2,75.0
2,96,6,3,71.0
4,49,8,2,30.0
9,58,8,9,58.0
8,85,4,7,80.0
3,84,5,4,65.0
9,54,6,7,51.0
5,55,8,0,44.0
3,41,9,8,23.0
5,68,5,9,56.0
4,43,8,2,25.0
8,92,9,0,89.0
5,89,8,2,75.0
8,68,5,1,60.0
9,70,4,6,64.0
4,56,6,9,40.0
7,49,5,3,37.0
2,66,5,6,42.0
6,92,8,2,78.0
8,80,9,5,72.0
7,54,5,6,44.0
7,99,6,6,89.0
8,83,4,4,77.0
7,70,9,5,62.0
5,60,4,2,46.0
7,99,4,3,94.0
3,98,6,5,80.0
5,97,8,2,83.0
7,80,9,6,74.0
9,85,9,2,85.0
2,84,6,8,61.0
4,99,9,3,85.0
7,65,5,1,58.0
1,77,7,5,52.0
2,90,7,8,69.0
9,75,7,9,78.0
7,91,4,9,82.0
7,56,9,1,47.0
6,90,6,3,79.0
3,42,9,4,21.0
3,53,6,8,33.0
2,88,9,6,65.0
6,52,4,4,35.0
4,80,5,5,63.0
5,66,7,8,50.0
3,40,7,3,18.0
6,96,9,1,88.0
3,56,4,4,35.0
8,87,7,6,82.0
9,89,9,3,87.0
4,73,8,0,59.0
9,53,9,7,56.0
7,93,6,4,86.0
3,94,7,9,70.0
7,98,7,1,90.0
1,56,8,2,28.0
3,42,5,9,21.0
6,73,9,9,64.0
4,79,5,4,61.0
7,64,9,3,54.0
3,41,8,8,20.0
1,73,5,8,49.0
9,65,4,7,65.0
6,70,8,1,61.0
8,48,9,4,40.0
3,69,6,7,49.0
8,59,6,7,52.0
2,60,6,6,38.0
4,68,9,3,51.0
3,98,7,2,76.0
1,64,8,7,42.0
7,77,8,7,68.0
2,97,5,9,77.0
4,83,8,4,65.0
9,64,8,2,63.0
6,48,5,4,35.0
8,78,8,3,71.0
2,83,8,7,64.0
7,65,4,1,53.0
6,96,9,7,87.0
9,76,5,9,71.0
7,55,4,5,43.0
1,76,7,3,54.0
8,51,5,2,44.0
3,63,9,9,45.0
2,65,8,4,42.0
3,59,8,5,38.0
6,48,4,0,36.0
3,62,4,0,43.0
5,78,7,9,67.0
6,68,7,2,58.0
8,70,9,1,64.0
7,58,8,0,51.0
8,59,6,7,57.0
3,62,7,0,40.0
4,82,8,9,68.0
6,66,7,7,58.0
7,69,5,4,63.0
9,60,4,3,56.0
1,83,8,7,60.0
8,74,7,7,68.0
8,88,4,7,82.0
6,46,6,2,33.0
4,61,7,7,47.0
3,49,8,0,32.0
3,62,5,3,39.0
6,54,4,4,41.0
8,69,4,5,61.0
7,73,5,4,63.0
1,52,8,4,27.0
6,99,9,4,88.0
7,43,6,8,35.0
7,57,9,9,48.0
9,95,5,9,95.0
5,62,6,2,48.0
1,72,8,1,45.0
2,73,7,9,49.0
4,73,7,1,57.0
5,75,9,7,61.0
9,74,8,4,75.0
1,56,6,4,26.0
3,67,9,5,47.0
5,53,5,8,37.0
3,73,9,6,55.0
4,87,8,4,73.0
3,50,8,4,30.0
4,96,7,9,80.0
1,52,5,8,24.0
8,72,7,8,66.0
4,96,6,1,77.0
7,94,6,6,86.0
2,41,4,9,13.0
2,73,8,0,52.0
6,92,5,3,80.0
2,68,5,1,44.0
6,76,7,9,68.0
2,43,9,8,23.0
4,51,9,5,36.0
7,65,7,3,58.0
8,97,9,2,91.0
3,67,5,3,48.0
9,42,7,1,40.0
2,59,9,4,33.0
8,49,4,8,46.0
8,91,8,5,87.0
4,57,4,1,39.0
1,92,9,5,70.0
1,92,6,8,67.0
2,92,5,3,68.0
9,66,4,0,61.0
2,70,4,1,51.0
2,66,7,4,43.0
6,81,7,9,70.0
7,40,7,6,34.0
7,45,9,7,33.0
9,50,6,2,46.0
6,73,4,8,60.0
8,78,8,1,73.0
6,59,7,3,47.0
2,92,6,3,67.0
1,60,9,5,37.0
5,60,6,9,44.0
9,57,7,5,55.0
8,60,5,2,52.0
4,58,4,8,42.0
5,43,7,4,28.0
5,52,8,1,31.0
6,57,4,5,42.0
3,91,6,2,71.0
5,68,8,7,54.0
2,64,4,2,42.0
1,95,8,4,68.0
1,52,6,3,27.0
7,66,7,3,59.0
2,99,8,1,77.0
4,58,7,7,43.0
5,88,6,2,73.0
7,40,6,3,31.0
2,77,8,5,55.0
6,58,8,8,49.0
1,91,6,3,65.0
7,40,8,2,30.0
9,79,8,4,75.0
5,56,8,8,43.0
5,60,9,0,49.0
4,61,8,4,44.0
3,54,4,3,35.0
9,89,6,4,88.0
5,78,6,6,65.0
8,87,5,6,82.0
9,78,7,6,76.0
5,71,5,0,54.0
9,88,8,8,90.0
2,43,8,6,23.0
9,83,4,3,79.0
4,84,4,3,65.0
6,71,4,1,59.0
6,43,4,5,28.0
6,92,4,9,79.0
2,40,4,2,11.0
7,72,4,0,61.0
6,46,4,4,36.0
1,48,9,5,22.0
2,40,4,4,20.0
7,55,6,4,45.0
1,57,4,9,32.0
1,93,7,7,68.0
1,86,4,9,55.0
8,45,9,0,38.0
4,41,8,7,23.0
4,48,9,6,33.0
2,43,9,0,22.0
1,84,8,8,60.0
9,62,4,3,58.0
7,93,4,6,84.0
4,82,8,2,67.0
6,84,7,7,79.0
2,82,5,3,61.0
7,90,6,1,80.0
2,47,8,1,27.0
8,78,4,7,72.0
8,64,6,7,61.0
1,55,4,0,25.0
8,74,5,5,67.0
2,56,5,8,33.0
6,57,8,8,46.0
1,99,6,1,73.0
5,66,9,7,54.0
7,54,6,7,44.0
1,99,9,3,74.0
2,56,5,3,31.0
7,82,4,4,73.0
6,44,9,9,34.0
3,55,9,6,36.0
2,54,8,0,27.0
4,81,7,8,66.0
3,85,5,2,66.0
7,73,9,3,64.0
8,87,5,6,82.0
2,58,8,4,34.0
7,47,4,4,38.0
8,86,6,0,79.0
6,49,5,1,35.0
6,44,8,4,33.0
1,91,8,1,65.0
4,87,8,0,69.0
1,92,6,9,66.0
4,65,5,2,45.0
2,61,9,0,37.0
5,83,8,9,71.0
9,62,6,7,59.0
3,52,4,7,32.0
8,48,7,7,40.0
3,88,5,6,73.0
6,59,6,6,48.0
4,67,7,1,52.0
8,83,7,8,79.0
6,96,6,6,85.0
8,76,9,4,72.0
1,63,9,3,39.0
6,83,6,7,72.0
1,72,6,4,51.0
1,59,8,5,36.0
8,99,4,3,89.0
7,87,9,1,82.0
3,69,8,6,51.0
6,83,7,1,75.0
9,48,7,6,44.0
7,84,7,6,72.0
3,88,6,0,66.0
6,56,5,9,41.0
4,75,8,9,59.0
3,53,5,2,31.0
9,58,4,2,54.0
2,46,4,5,23.0
1,98,8,2,75.0
2,42,7,8,21.0
7,72,9,4,69.0
1,83,4,5,56.0
6,71,5,5,60.0
7,86,5,7,79.0
9,50,9,9,47.0
8,81,6,2,72.0
6,41,7,8,31.0
3,65,6,6,45.0
8,43,8,5,40.0
7,56,4,0,46.0
3,56,9,3,38.0
9,67,9,4,64.0
2,69,9,1,46.0
3,79,6,0,58.0
2,62,6,1,37.0
1,85,8,7,62.0
4,63,5,9,49.0
5,68,5,5,53.0
6,43,8,9,30.0
5,77,9,1,59.0
1,68,5,8,40.0
3,58,8,7,37.0
1,66,5,3,41.0
5,68,8,9,56.0
5,95,5,6,81.0
6,75,9,2,66.0
8,74,6,5,71.0
1,91,6,2,64.0
4,45,9,9,31.0
1,98,5,2,72.0
9,62,9,8,57.0
7,78,8,5,67.0
7,85,6,7,76.0
5,83,4,3,68.0
7,87,5,3,78.0
2,91,4,7,68.0
4,47,4,6,25.0
7,94,7,4,86.0
3,41,4,1,15.0
2,52,4,5,28.0
2,79,9,0,58.0
1,96,7,6,72.0
5,60,7,8,45.0
6,70,7,4,59.0
6,91,8,4,78.0
9,87,7,6,84.0
4,75,9,4,56.0
1,87,8,9,62.0
6,91,5,3,78.0
5,77,8,0,62.0
6,66,5,5,54.0
3,75,7,8,57.0
2,87,7,3,61.0
6,62,5,9,49.0
1,94,6,3,71.0
7,60,9,4,55.0
7,52,8,5,44.0
7,76,9,2,68.0
1,86,9,8,60.0
4,65,4,0,45.0
7,79,7,5,72.0
9,46,8,5,41.0
5,85,9,7,73.0
2,78,8,4,57.0
7,61,9,8,55.0
1,78,7,8,53.0
7,62,9,1,53.0
6,97,5,4,87.0
7,69,7,6,61.0
3,57,8,1,38.0
3,81,6,6,60.0
7,57,9,8,49.0
2,85,5,7,64.0
1,49,7,9,23.0
9,78,4,8,72.0
9,69,7,3,71.0
7,65,8,7,59.0
7,46,8,8,38.0
3,46,4,9,24.0
2,44,5,1,18.0
7,40,8,9,33.0
9,85,5,2,81.0
1,57,5,0,30.0
4,52,7,0,32.0
6,64,5,9,50.0
7,79,9,5,73.0
7,47,8,0,38.0
2,49,8,4,28.0
4,71,6,5,57.0
5,56,5,8,41.0
1,77,6,5,52.0
1,54,7,3,26.0
3,54,6,0,28.0
3,96,5,5,74.0
8,87,8,6,81.0
9,79,7,4,81.0
1,90,5,5,61.0
2,59,7,9,38.0
2,54,4,7,29.0
4,74,5,0,57.0
2,45,4,7,21.0
7,69,6,1,57.0
9,96,5,1,94.0
7,47,4,7,39.0
6,70,9,1,59.0
1,87,8,7,64.0
9,86,6,4,83.0
5,71,5,8,53.0
5,84,5,8,70.0
6,97,8,7,92.0
9,91,8,8,92.0
8,54,4,6,47.0
8,57,4,7,51.0
8,52,4,5,45.0
1,63,7,8,34.0
1,79,6,1,50.0
8,53,5,2,45.0
5,67,6,1,54.0
9,50,8,5,52.0
2,45,9,2,20.0
9,95,6,0,93.0
8,64,6,3,53.0
9,40,4,4,35.0
4,64,8,3,48.0
1,41,6,5,18.0
1,71,5,2,43.0
5,52,4,9,36.0
2,72,6,5,51.0
8,71,8,9,65.0
5,95,9,0,81.0
5,63,5,5,45.0
2,66,9,7,46.0
7,43,8,9,32.0
8,63,8,7,60.0
1,62,8,0,33.0
2,68,9,6,45.0
4,73,7,9,54.0
5,60,5,9,46.0
2,69,8,3,49.0
1,65,7,5,38.0
9,59,4,5,53.0
1,55,7,4,30.0
4,42,4,9,24.0
2,88,9,8,69.0
4,76,7,9,57.0
8,97,9,7,94.0
8,79,8,5,77.0
9,83,7,3,79.0
5,64,7,3,50.0
7,62,8,8,52.0
3,83,4,3,64.0
4,98,8,6,86.0
9,40,5,5,33.0
1,72,7,1,47.0
2,54,5,4,31.0
5,56,8,2,42.0
3,73,9,8,54.0
2,56,8,9,33.0
1,91,6,0,61.0
3,97,5,9,78.0
1,80,6,3,55.0
1,83,5,3,59.0
1,43,9,8,20.0
8,52,6,0,43.0
3,43,6,1,19.0
1,46,5,0,17.0
7,85,8,0,73.0
3,98,4,0,72.0
8,48,8,2,39.0
4,62,4,3,44.0
4,72,5,9,52.0
5,72,7,1,58.0
6,59,8,0,45.0
7,43,6,4,36.0
4,40,8,5,22.0
8,93,5,1,86.0
6,81,7,2,68.0
1,73,7,9,47.0
1,66,8,2,40.0
9,60,8,1,58.0
6,63,9,3,53.0
8,54,8,4,46.0
7,74,5,7,66.0
6,64,4,5,49.0
4,94,9,8,77.0
7,48,4,2,36.0
9,56,6,9,55.0
7,60,5,8,49.0
1,99,9,3,76.0
9,52,7,7,45.0
4,42,9,9,28.0
3,43,6,6,25.0
4,43,7,6,27.0
4,82,9,8,67.0
2,67,7,9,44.0
1,46,8,1,18.0
1,65,7,4,37.0
8,50,9,2,43.0
2,63,7,6,43.0
5,82,5,2,66.0
4,49,8,4,34.0
8,76,8,4,77.0
2,52,6,1,31.0
9,83,8,0,80.0
7,81,4,5,71.0
7,78,5,0,69.0
1,58,6,8,34.0
2,90,4,9,69.0
4,58,7,4,44.0
4,51,4,0,30.0
3,91,6,7,73.0
7,61,8,0,52.0
8,86,5,3,81.0
2,76,6,6,52.0
4,95,4,3,77.0
3,69,4,4,44.0
2,85,6,6,62.0
6,51,9,3,44.0
4,68,9,4,51.0
6,60,6,6,48.0
2,50,9,0,30.0
4,99,6,2,82.0
6,76,8,0,61.0
5,87,6,2,72.0
3,97,7,1,78.0
8,57,5,4,53.0
7,83,5,9,78.0
3,98,7,4,79.0
6,66,4,9,56.0
4,76,4,8,58.0
5,87,4,7,72.0
5,51,4,2,37.0
7,62,8,0,56.0
5,73,7,4,59.0
3,77,5,2,54.0
5,62,7,4,47.0
7,92,5,8,84.0
5,64,4,0,50.0
5,43,8,0,27.0
9,69,6,8,67.0
3,69,6,2,48.0
6,52,9,9,42.0
1,81,4,4,55.0
5,88,4,8,73.0
8,53,7,4,46.0
5,95,8,2,81.0
9,86,8,8,82.0
6,47,7,6,35.0
8,94,8,6,92.0
8,63,8,7,59.0
3,57,6,4,35.0
7,74,8,1,65.0
7,64,4,8,53.0
6,56,6,2,45.0
7,71,4,1,61.0
2,95,4,9,74.0
9,63,7,9,60.0
1,46,9,4,23.0
1,52,8,7,25.0
3,66,8,2,45.0
3,87,8,5,68.0
1,44,8,8,21.0
7,75,6,1,65.0
4,65,5,7,45.0
2,81,4,9,58.0
5,84,9,6,76.0
6,70,9,2,57.0
9,49,5,0,46.0
4,85,5,5,68.0
2,65,5,1,40.0
5,61,6,2,45.0
3,51,5,4,31.0
2,71,6,7,50.0
1,66,7,1,43.0
2,72,7,5,50.0
6,92,9,0,80.0
8,91,7,6,90.0
3,59,6,3,38.0
9,78,6,0,73.0
9,80,4,8,78.0
2,79,5,8,54.0
8,98,8,2,92.0
5,52,8,5,39.0
4,53,5,6,41.0
5,83,8,3,71.0
4,79,8,5,65.0
8,92,8,8,87.0
4,61,9,9,47.0
6,57,6,5,42.0
2,87,6,6,62.0
5,68,6,5,54.0
6,82,5,6,71.0
5,55,7,0,42.0
2,85,9,5,64.0
7,74,9,8,70.0
4,92,8,2,77.0
8,73,4,5,62.0
7,42,6,3,28.0
7,43,9,6,36.0
9,93,9,6,92.0
1,44,4,8,18.0
6,49,8,3,37.0
6,91,9,7,81.0
6,68,9,7,57.0
6,71,7,7,61.0
7,70,4,7,62.0
6,41,8,5,27.0
1,51,8,7,26.0
3,66,6,5,48.0
2,44,7,9,18.0
6,76,8,1,66.0
8,66,7,2,59.0
3,62,6,5,41.0
8,72,4,6,64.0
8,43,9,3,40.0
5,98,9,0,84.0
8,60,5,3,51.0
6,63,5,5,49.0
5,83,5,7,67.0
9,70,9,3,70.0
7,83,7,9,75.0
8,87,5,0,80.0
1,63,4,4,35.0
2,88,8,6,65.0
8,92,7,5,86.0
9,49,9,2,45.0
4,88,4,6,69.0
9,88,9,3,86.0
4,89,7,4,75.0
9,41,7,6,39.0
7,70,7,1,59.0
2,64,6,3,42.0
9,43,8,3,42.0
4,90,5,5,70.0
8,50,6,6,48.0
7,56,8,3,49.0
7,83,9,9,78.0
8,41,5,0,34.0
1,45,6,0,18.0
5,48,6,4,33.0
2,44,4,0,20.0
2,59,6,2,35.0
1,68,7,8,46.0
5,60,9,2,42.0
2,48,6,2,23.0
4,67,7,8,51.0
3,94,8,4,75.0
3,47,8,7,27.0
2,70,7,9,48.0
6,59,4,8,45.0
2,66,4,5,40.0
8,47,8,6,42.0
8,93,9,6,90.0
5,60,6,6,45.0
7,67,8,3,55.0
4,62,8,1,45.0
1,45,7,1,20.0
2,42,4,6,15.0
4,44,9,9,28.0
1,48,7,6,25.0
8,46,8,9,39.0
9,99,5,6,96.0
4,43,6,7,24.0
3,78,8,2,63.0
2,44,7,4,19.0
5,50,5,5,31.0
3,54,5,7,35.0
7,73,8,7,65.0
6,52,9,9,41.0
1,93,4,2,65.0
8,87,5,3,83.0
2,46,6,5,22.0
5,79,7,3,68.0
9,45,7,9,40.0
8,95,7,3,92.0
2,78,8,4,54.0
9,89,7,9,90.0
5,69,7,6,57.0
6,61,6,1,47.0
3,64,4,1,43.0
3,67,9,9,50.0
8,93,8,8,91.0
2,59,8,3,34.0
2,78,7,4,54.0
5,42,6,2,26.0
6,44,5,1,34.0
2,40,7,9,18.0
5,54,7,7,38.0
7,65,8,3,57.0
8,42,8,0,34.0
7,79,7,5,68.0
8,96,8,5,92.0
9,80,6,1,77.0
5,86,5,1,71.0
5,81,5,7,67.0
4,73,5,6,59.0
9,91,7,1,91.0
5,44,9,9,29.0
2,70,7,0,48.0
8,90,7,7,90.0
7,52,6,9,48.0
8,82,5,1,77.0
3,40,8,4,20.0
4,61,8,5,42.0
5,54,4,9,37.0
6,65,4,0,52.0
1,57,9,1,33.0
4,87,8,9,72.0
5,48,5,3,34.0
7,40,7,1,33.0
5,82,8,5,71.0
